date,ndvi_sg,T2M,PPT,RAD,RH
2010-12-23,0.159230943795533,16.21,0,17.21,48.09
2010-12-28,0.152477106488164,16.39,0,15.92,50.81
2011-01-02,0.146506200541796,12.98,0,17.1,46.52
2011-01-07,0.14090040271044799,13.67,0,17.44,39.36
2011-01-12,0.13616217673943,18.54,0,18.03,37.72
2011-01-17,0.13116984524331,15.82,0,18.52,30.26
2011-01-22,0.126325130803908,19.77,0,18.37,33.83
2011-01-27,0.123812619604925,20.63,0.1,16.67,50.95
2011-02-01,0.122831217525097,19.42,0,19.35,27.01
2011-02-06,0.121804928278799,21.68,0,19.97,31.16
2011-02-11,0.119507888529476,23.18,0,19.84,30.64
2011-02-16,0.116522295510805,20.66,3.42,16.42,39.48
2011-02-21,0.114412157825412,21.23,8.370000000000001,20.45,39.69
2011-02-26,0.113001359130087,21.03,0.04,21.29,40.41
2011-03-03,0.111984596253892,26.41,4.82,18.93,34.09
2011-03-08,0.110981004763184,25.68,0.01,23.05,26.74
2011-03-13,0.109556685125323,24.35,0,25.16,17.32
2011-03-18,0.107423604851749,27.3,0,25.08,14.79
2011-03-23,0.104696380370484,27.62,0.37,23.26,16.38
2011-03-28,0.102103476905673,27.89,0,25.95,13.71
2011-04-02,0.100579730495565,27.85,0.64,24.29,16.97
2011-04-07,0.100248125036111,27.88,10.7,23.23,41.48
2011-04-12,0.101025022604997,30.31,6.88,22.29,35.67
2011-04-17,0.102653882849013,30.29,23.779999999999998,22.76,45.83
2011-04-22,0.104834320109789,27.47,5.75,23.21,51.66
2011-04-27,0.107385779827594,29.16,2.85,25.13,46.68
2011-05-02,0.110227013990593,32.53,1.86,26.64,25.71
2011-05-07,0.113300989367375,33.65,4.14,24.5,28.43
2011-05-12,0.116565752303476,34.55,0.85,23.92,19.31
2011-05-17,0.119969488796939,35.54,1.67,25.41,25.21
2011-05-22,0.123455858216403,32.86,42.199999999999996,24.76,46.39
2011-05-27,0.126867106794048,32.93,3.8200000000000003,24.89,43.65
2011-06-01,0.13030464766633,33.23,2.94,22.22,39.87
2011-06-06,0.133768480833248,31.7,17.22,23.23,51.94
2011-06-11,0.137258606294803,31.35,10.56,22.17,53.92
